District,Village,HH_ID,Burnt,Latitude (Baseline measurement),Longitude_Baseline_measurement,Latitude_Endline_measurement,Longitude_Endline_measurement,Latitude_CCE_measurement,Longitude_CCE_measurement,Lat_Median,Lon_Median
Ludhiana,Sarwarpur,363621,Y,30.79535833,76.25048667,,,30.474293,76.150244,30.63482567,76.20036534
Ludhiana,Sarwarpur,363627,Y,30.79378667,76.25073833,,,,,30.79378667,76.25073833
Ludhiana,Sarwarpur,363635,Y,30.80675,76.26760667,,,30.481598,76.16242,30.644174,76.21501334
Ludhiana,Sarwarpur,363636,Y,30.90154167,75.81658167,,,30.485765,76.162558,30.69365334,75.98956984
Ludhiana,Sarwarpur,363642,Y,30.79483667,76.25233667,,,30.47215,76.151587,30.63349334,76.20196184
Patiala,Danipur,416501,Y,30.20216,76.205545,30.2040383,76.203928,30.207672,76.20556,30.20462343,76.205011
Patiala,Danipur,416502,Y,30.2040672,76.2041931,30.20413696,76.20398186,30.208847,76.203858,30.20568372,76.20401099
Patiala,Danipur,416505,Y,30.20414667,76.204245,,,30.122157,76.123817,30.16315184,76.164031
Patiala,Danipur,416508,Y,30.1217938,76.121721,30.203525,76.204567,30.122753,76.122809,30.14935727,76.149699
Patiala,Danipur,416510,Y,30.20191833,76.20504667,,,30.208804,76.203606,30.20536117,76.20432634
Patiala,Danipur,416515,Y,30.203275,76.20480833,,,30.122559,76.12326,30.162917,76.16403417
Patiala,Danipur,416516,Y,30.199605,76.19922,,,30.199725,76.199796,30.199665,76.199508
Patiala,Danipur,416533,Y,30.20441167,76.20516333,,,30.205573,76.202417,30.20499234,76.20379017
Patiala,Danipur,416537,Y,30.20420333,76.20423667,,,30.206089,76.204376,30.20514617,76.20430634
Patiala,Danipur,416538,Y,30.1211209,76.121653,30.204098,76.204412,30.121371,76.123756,30.1488633,76.14994033
Patiala,Ghiora,423101,Y,30.51816333,76.40468,,,30.124472,76.267277,30.32131767,76.3359785
Patiala,Ghiora,423104,Y,30.531255,76.40436333,,,,,30.531255,76.40436333
Patiala,Ghiora,423105,Y,,,,,,,,
Patiala,Ghiora,423110,Y,30.12481833,76.270485,,,30.075585,76.160897,30.10020167,76.215691
Patiala,Ghiora,423116,Y,30.12551833,76.26917333,,,,,30.12551833,76.26917333
Patiala,Ghiora,423121,Y,30.1251907,76.271286,,,,,30.1251907,76.271286
Patiala,Ghiora,423125,Y,30.12818667,76.28338167,,,,,30.12818667,76.28338167
Patiala,Ghiora,423127,Y,30.19657,76.34593833,30.335459,76.4066509,,,30.2660145,76.37629462
Patiala,Ghiora,423129,Y,30.75932667,76.08998167,,,,,30.75932667,76.08998167
Patiala,Ghiora,423130,Y,30.124765,76.27112,,,,,30.124765,76.27112
Patiala,Kalyan,430708,Y,30.35753667,76.30482167,,,30.372733,76.302281,30.36513484,76.30355134
Patiala,Kalyan,430716,Y,,,,,30.363714,76.284174,30.363714,76.284174
Patiala,Kalyan,430720,Y,30.359365,76.30672333,,,30.352918,76.299342,30.3561415,76.30303267
Patiala,Kalyan,430722,Y,30.35728333,76.30375667,,,30.369844,76.296498,30.36356367,76.30012734
Patiala,Kalyan,430727,Y,30.35889667,76.30209,,,30.362101,76.300222,30.36049884,76.301156
Patiala,Kalyan,430730,Y,30.358265,76.30596167,,,,,30.358265,76.30596167
Patiala,Kalyan,430732,Y,30.35706833,76.305475,,,30.363935,76.300777,30.36050167,76.303126
Patiala,Kheri Barna,435502,Y,30.24040833,76.26473667,,,30.19899,76.29326,30.21969917,76.27899834
Patiala,Kheri Barna,435508,Y,30.20512333,76.30247,,,30.208687,76.304998,30.20690517,76.303734
Patiala,Kheri Barna,435511,Y,30.20352,76.30269167,,,30.199998,76.295722,30.201759,76.29920684
Patiala,Kheri Barna,435513,Y,30.198165,76.30192167,,,,,30.198165,76.30192167
Patiala,Kheri Barna,435515,Y,30.90564167,75.81437667,30.20291906,76.30330724,30.198234,76.30204,30.43559824,76.13990797
Patiala,Kheri Barna,435516,Y,30.204125,76.30318,,,,,30.204125,76.30318
Patiala,Kheri Barna,435518,Y,30.2058392,76.3014832,30.205584,76.301807,30.205837,76.300498,30.2057534,76.30126273
Patiala,Kheri Barna,435519,Y,30.205135,76.30173,30.202897,76.303295,30.196074,76.298532,30.20136867,76.30118567
Patiala,Kheri Barna,435524,Y,30.20553333,76.30209,,,30.205896,76.294921,30.20571467,76.2985055
Patiala,Kheri Barna,435526,Y,30.1216352,76.1808635,,,30.210566,76.302489,30.1661006,76.24167625
Patiala,Kheri Barna,435527,Y,30.121423,76.1804735,30.205089,76.303001,30.206101,76.299953,30.17753767,76.2611425
Patiala,Kheri Barna,435529,Y,30.20378833,76.302555,,,30.198541,76.29208,30.20116467,76.2973175
Patiala,Kheri Barna,435531,Y,30.20455333,76.30209667,30.2056398,76.3019717,30.206166,76.304969,30.20545304,76.30301246
Patiala,Kheri Barna,435535,Y,30.12117011,76.1806081,30.24656,76.303698,30.205528,76.304825,30.19108604,76.2630437
Patiala,Kheri Fattan,435811,Y,30.2348137,76.2735825,30.234085,76.274543,30.232203,76.283216,30.23370057,76.27711383
Patiala,Kheri Fattan,435812,Y,30.23480833,76.27473167,,,,,30.23480833,76.27473167
Patiala,Kheri Fattan,435814,Y,30.23469167,76.27229,,,30.234349,76.268466,30.23452034,76.270378
Patiala,Kheri Fattan,435815,Y,30.23482,76.27188,,,30.228457,76.268446,30.2316385,76.270163
Patiala,Kheri Fattan,435816,Y,30.232165,76.26956167,,,30.227201,76.285539,30.229683,76.27755034
Patiala,Kheri Fattan,435818,Y,30.23495167,76.27393167,,,,,30.23495167,76.27393167
Patiala,Kheri Fattan,435819,Y,30.23055167,76.27601667,,,30.238688,76.286032,30.23461984,76.28102434
Patiala,Kheri Fattan,435826,Y,30.23490667,76.273595,,,30.226826,76.267925,30.23086634,76.27076
Patiala,Kheri Fattan,435828,Y,30.2349873,76.2741165,30.2346991,76.27420093,30.237098,76.28779,30.2355948,76.27870248
Patiala,Kheri Fattan,435832,Y,30.2354374,76.2737961,30.23460133,76.27420094,,,30.23501937,76.27399852
Patiala,Kheri Fattan,435836,Y,30.235075,76.273455,,,30.235371,76.287791,30.235223,76.280623
Patiala,Majoli,442704,Y,30.30236667,76.597155,,,30.292346,76.59776,30.29735634,76.5974575
Patiala,Majoli,442706,Y,30.301,76.597,30.303432,76.596165,30.301711,76.580515,30.30204767,76.59122667
Patiala,Majoli,442709,Y,30.30373333,76.59695667,,,30.303782,76.581407,30.30375767,76.58918184
Patiala,Majoli,442710,Y,30.30379833,76.59688667,,,30.181988,76.362048,30.24289317,76.47946734
Patiala,Majoli,442712,Y,30.304065,76.59724333,,,30.30216217,76.59643555,30.30311359,76.59683944
Patiala,Majoli,442715,Y,,,,,,,,
Patiala,Majoli,442719,Y,,,,,,,,
Patiala,Majoli,442728,Y,30.30255167,76.59621167,,,30.18,76.361458,30.24127584,76.47883484
Patiala,Majoli,442737,Y,30.30233667,76.59724167,30.303339,76.596057,30.308505,76.598706,30.30472689,76.59733489
Patiala,Paharipur,453502,Y,30.19795167,76.375685,,,,,30.19795167,76.375685
Patiala,Paharipur,453504,Y,30.18984667,76.37782,30.207001,76.337589,30.186185,76.370408,30.19434422,76.361939
Patiala,Paharipur,453505,Y,,,,,,,,
Patiala,Paharipur,453518,Y,30.198,76.375,30.1147554,76.2233181,30.114031,76.230934,30.14226213,76.27641737
Patiala,Paharipur,453521,Y,30.23787833,76.40191333,30.196573,76.375435,,,30.21722567,76.38867417
Patiala,Paharipur,453527,Y,30.20139167,76.3652,30.1126405,76.233,,,30.15701609,76.2991
Patiala,Paharipur,453530,Y,30.1967106,76.3751984,30.196573,76.37542,,,30.1966418,76.3753092
Patiala,Paharpur,453605,Y,30.2611179,76.25385,30.2610027,76.2535123,30.272376,76.252756,30.2648322,76.25337277
Patiala,Paharpur,453606,N,30.25867167,76.25056,,,30.270482,76.254805,30.26457684,76.2526825
Patiala,Paharpur,453609,Y,30.26106833,76.25259833,,,30.269784,76.254775,30.26542617,76.25368667
Patiala,Paharpur,453611,Y,30.26031833,76.25231,,,30.252871,76.25301,30.25659467,76.25266
Patiala,Paharpur,453613,Y,30.29651333,76.28725833,,,30.261999,76.242654,30.27925617,76.26495617
Patiala,Paharpur,453615,Y,30.26006,76.25154667,,,30.258874,76.249382,30.259467,76.25046434
Patiala,Paharpur,453616,Y,30.25915667,76.25283333,,,30.270175,76.254074,30.26466584,76.25345367
Patiala,Paharpur,453617,Y,30.26077333,76.25247667,,,30.256761,76.249655,30.25876717,76.25106584
Patiala,Paharpur,453618,Y,30.260479,76.2554169,30.2611164,76.2519959,30.256747,76.249662,30.25944747,76.25235827
Patiala,Paharpur,453624,Y,30.26080833,76.25395167,,,30.262285,76.254395,30.26154667,76.25417334
Patiala,Paharpur,453625,Y,30.25917,76.25222333,,,30.258112,76.250079,30.258641,76.25115117
Patiala,Rurki,460704,Y,30.334,76.534,30.33272,76.582002,30.335393,76.579773,30.33403767,76.56525833
Patiala,Rurki,460709,Y,30.332,76.581,30.332176,76.581937,30.33348,76.576495,30.332552,76.57981067
Patiala,Rurki,460714,Y,30.3321171,76.5818558,30.332177,76.581938,30.331911,76.58614,30.33206837,76.58331127
Patiala,Rurki,460719,Y,30.49325833,76.58987,30.335469,76.406645,,,30.41436367,76.4982575
Patiala,Rurki,460725,Y,30.33090833,76.58046667,,,30.327029,76.588251,30.32896867,76.58435884
Patiala,Rurki,460731,Y,30.34494167,76.59550667,30.3321696,76.5833862,30.322673,76.583418,30.33326142,76.58743696
Patiala,Rurki,460734,Y,30.33133,76.58182167,,,30.327017,76.588254,30.3291735,76.58503784
Patiala,Rurki,460740,Y,30.33177667,76.581885,,,,,30.33177667,76.581885
Patiala,Sapar Heri,463102,Y,30.341285,76.35574167,30.101036,76.231466,30.682,76.055,30.37477367,76.21406922
Patiala,Sapar Heri,463106,Y,30.0992928,76.2306519,30.10092761,76.23367164,,,30.10011021,76.23216177
Patiala,Sapar Heri,463108,Y,30.0999,76.22794833,,,30.100217,76.229015,30.1000585,76.22848167
Patiala,Sapar Heri,463113,Y,30.1006203,76.2352142,,,,,30.1006203,76.2352142
Patiala,Sapar Heri,463115,Y,30.099411,76.2306366,30.099434,76.231631,,,30.0994225,76.2311338
Patiala,Sapar Heri,463119,Y,30.1000942,76.2321545,30.10131609,76.23199132,30.245,76.209,30.14880343,76.22438194
Patiala,Sapar Heri,463132,Y,30.09957667,76.250645,,,30.097942,76.254676,30.09875934,76.2526605
Patiala,Sapar Heri,463133,Y,30.10527833,76.21322333,30.100925,76.233671,30.053351,76.135826,30.08651811,76.19424011
Patiala,Sapar Heri,463134,Y,30.09917333,76.23135667,,,30.055692,76.134653,30.07743267,76.18300484
Patiala,Sassa Gujran,463712,Y,30.117,76.323,30.335457,76.4066506,30.114302,76.326121,30.18891967,76.35192387
Patiala,Sassa Gujran,463716,Y,30.119,76.325,30.33548,76.4066521,,,30.22724,76.36582605
Patiala,Sassa Gujran,463725,Y,30.30786,76.39737,30.335457,76.4066506,,,30.3216585,76.4020103
Patiala,Sassa Gujran,463727,Y,30.27768333,76.38276833,30.335461,76.406651,,,30.30657217,76.39470967
Patiala,Sassa Gujran,463730,Y,30.42025667,76.05605833,30.0721448,76.195551,30.07065,76.200205,30.18768382,76.15060478
Patiala,Sassa Gujran,463731,Y,30.117,76.323,,,30.11990547,76.32541656,30.11845274,76.32420828
Patiala,Ucha Gaon,470604,Y,30.36776333,76.33381167,,,30.365579,76.335461,30.36667117,76.33463634
Patiala,Ucha Gaon,470606,Y,30.36773167,76.34149,,,30.3802,76.322693,30.37396584,76.3320915
Patiala,Ucha Gaon,470609,Y,30.37179167,76.33825,,,30.366751,76.333768,30.36927134,76.336009
Patiala,Ucha Gaon,470613,Y,30.37573333,76.34102833,,,30.375884,76.33903,30.37580867,76.34002917
Patiala,Ucha Gaon,470620,Y,30.3731,76.33836167,,,30.223576,76.20051,30.298338,76.26943584
Patiala,Ucha Gaon,470621,Y,30.37213667,76.33873667,,,30.370192,76.325393,30.37116434,76.33206484
Patiala,Ucha Gaon,470622,Y,,,,,30.368558,76.330883,30.368558,76.330883
Patiala,Ucha Gaon,470624,Y,30.37320667,76.33895167,,,30.371836,76.334368,30.37252134,76.33665984
Patiala,Ucha Gaon,470627,Y,30.37449667,76.341335,,,,,30.37449667,76.341335
Patiala,Ucha Gaon,470632,Y,30.37220333,76.33138333,,,30.377734,76.330797,30.37496867,76.33109017
Patiala,Ucha Gaon,470635,Y,30.37271,76.33735833,,,30.222526,76.201252,30.297618,76.26930517
Sirsa,Bhangu,508701,N,29.66230667,74.99620667,,,29.6451,75.9964,29.65370334,75.49630334
Sirsa,Bhangu,508703,N,29.64580333,74.98985333,,,29.6462,75.9904,29.64600167,75.49012667
Sirsa,Bhangu,508707,N,29.662305,74.99619167,,,29.6648,75.0042,29.6635525,75.00019584
Sirsa,Bhangu,508709,N,29.662645,74.99623333,,,29.6578,75.011,29.6602225,75.00361667
Sirsa,Bhangu,508715,N,,,,,29.6501,75.9945,29.6501,75.9945
Sirsa,Bhangu,508717,N,,,,,29.6414,75.0068,29.6414,75.0068
Sirsa,Bhangu,508719,N,29.66253,74.99646167,,,29.6529,75.0071,29.657715,75.00178084
Sirsa,Bhangu,508721,N,29.66253667,74.99622833,,,29.643,75.9965,29.65276834,75.49636417
Sirsa,Bhangu,508725,N,29.66236167,74.99561833,,,29.666,75.0098,29.66418084,75.00270917
Sirsa,Bhangu,508732,N,29.66230333,74.996305,29.395413,74.59503,29.6626,75.0041,29.57343878,74.865145
Sirsa,Bhangu,508733,N,29.66471667,74.99450667,,,29.6708,75,29.66775834,74.99725334
Sirsa,Bhangu,508734,N,29.3944514,74.5946487,29.395412,74.595019,29.6458,75.003,29.47855447,74.73088923
Sirsa,Bhangu,508742,N,29.66381333,74.99683,,,29.6621188,75.02020995,29.66296607,75.00851998
Sirsa,Bhangu,508746,N,29.66237833,74.99608,,,29.6531,75,29.65773917,74.99804
Sirsa,Goria Wala,524402,N,29.78418833,74.74964167,,,29.775,75.7501,29.77959417,75.24987084
Sirsa,Goria Wala,524406,N,29.794245,74.75865,,,29.7933,75.7581,29.7937725,75.258375
Sirsa,Goria Wala,524411,N,,,,,29.7794,75.7546,29.7794,75.7546
Sirsa,Goria Wala,524412,N,29.78408333,74.74914833,,,29.7693,75.7515,29.77669167,75.25032417
Sirsa,Goria Wala,524416,N,,,,,29.77,75.7489,29.77,75.7489
Sirsa,Goria Wala,524420,N,29.802845,74.76339,,,29.8045,75.7215,29.8036725,75.242445
Sirsa,Goria Wala,524424,N,29.77748667,74.75472167,,,29.7795,75.752,29.77849334,75.25336084
Sirsa,Goria Wala,524425,N,29.80317333,74.76353833,,,29.805,75.7222,29.80408667,75.24286917
Sirsa,Goria Wala,524427,N,29.78400833,74.74923333,,,29.7664,75.7515,29.77520417,75.25036667
Sirsa,Goria Wala,524429,N,29.78361167,74.75011167,,,29.7751,75.7216,29.77935584,75.23585584
Sirsa,Goria Wala,524432,N,29.78587333,74.75025667,,,29.7769,75.7465,29.78138667,75.24837834
Sirsa,Goria Wala,524436,N,29.78420833,74.74922833,,,29.7921,75.7578,29.78815417,75.25351417
Sirsa,Goria Wala,524440,N,,,,,29.7883,75.7616,29.7883,75.7616
Sirsa,Goria Wala,524444,N,29.4703967,74.4503983,,,29.767,75.7388,29.61869835,75.09459915
Sirsa,Jhuti Khera,528803,N,29.80244167,74.76412667,,,29.805,75.7228,29.80372084,75.24346334
Sirsa,Jhuti Khera,528809,N,29.78404667,74.74944667,,,29.81045341,74.72502136,29.79725004,74.73723402
Sirsa,Jhuti Khera,528812,N,29.80275167,74.7642,,,29.8003,75.7639,29.80152584,75.26405
Sirsa,Jhuti Khera,528813,N,29.80345167,74.763035,,,29.8036,75.7605,29.80352584,75.2617675
Sirsa,Jhuti Khera,528814,N,29.80449833,74.76196667,,,29.8025,75.7596,29.80349917,75.26078334
Sirsa,Jhuti Khera,528816,N,,,,,29.788,75.7371,29.788,75.7371
Sirsa,Jhuti Khera,528820,N,29.80265833,74.764705,,,,,29.80265833,74.764705
Sirsa,Jhuti Khera,528822,N,,,,,29.81,75.7249,29.81,75.7249
Sirsa,Jhuti Khera,528823,N,29.80295,74.76345,,,29.8019,75.761,29.802425,75.262225
Sirsa,Jhuti Khera,528826,N,,,,,29.79668306,75.75752137,29.79668306,75.75752137
Sirsa,Jhuti Khera,528827,N,,,,,29.805,75.7234,29.805,75.7234
Sirsa,Panjuana,554701,N,,,,,29.6309,75,29.6309,75
Sirsa,Panjuana,554703,N,29.626465,74.99909667,,,29.6294,75.0013,29.6279325,75.00019834
Sirsa,Panjuana,554707,N,29.62684167,74.98574667,,,29.6185,75.9989,29.62267084,75.49232334
Sirsa,Panjuana,554708,N,,,,,29.618,75.0006,29.618,75.0006
Sirsa,Panjuana,554710,Y,29.62886167,74.98580833,,,29.6381,75.9758,29.63348084,75.48080417
Sirsa,Panjuana,554717,N,29.625965,74.986085,,,29.6223,75.0094,29.6241325,74.9977425
Sirsa,Panjuana,554722,N,29.62588667,74.986015,,,29.6322,75,29.62904334,74.9930075
Sirsa,Panjuana,554727,N,29.62741667,74.986265,,,29.6272,75,29.62730834,74.9931325
Sirsa,Panjuana,554730,Y,29.3730721,75.0002774,29.373931,74.599866,29.6093,75.0023,29.45210103,74.86748113
Sirsa,Panjuana,554738,N,29.3737615,74.5856993,29.374039,74.590155,29.6217,75,29.45650017,74.72528477
Sirsa,Panjuana,554739,N,29.64466,74.97904167,,,29.643,75.9736,29.64383,75.47632084
Sirsa,Panjuana,554741,N,29.662335,74.99592,,,,,29.662335,74.99592
Sirsa,Panjuana,554742,N,29.625375,74.999905,,,29.6231,75.0008,29.6242375,75.0003525
Yamananagar,Ambli,602312,Y,30.24,77.185,30.238684,77.185659,30.234418,77.182517,30.23770067,77.184392
Yamananagar,Ambli,602313,Y,30.13135167,77.28098,30.238,77.184,30.246909,77.181509,30.20542022,77.21549633
Yamananagar,Ambli,602315,N,30.239,77.184,30.238701,77.184782,30.242636,77.17953,30.24011233,77.18277067
Yamananagar,Ambli,602317,N,30.238,77.184,30.238681,77.184658,30.2323,77.1508,30.236327,77.17315267
Yamananagar,Ambli,602320,Y,30.24,77.184,30.226423,77.19164,30.244988,77.184773,30.237137,77.18680433
Yamananagar,Ambli,602328,Y,30.2449,77.23311833,30.238697,77.184658,30.238641,77.190296,30.240746,77.20269078
Yamananagar,Ambli,602331,N,30.13044833,77.28147833,30.141866,77.110342,30.246958,77.179893,30.17309078,77.19057111
Yamananagar,Bal Chhappar,604702,Y,30.144,77.135,30.245571,77.23258,30.2444,77.2328,30.21132367,77.20012667
Yamananagar,Bal Chhappar,604706,Y,30.244,77.134,30.144401,77.14,30.24,77.2411,30.209467,77.1717
Yamananagar,Bal Chhappar,604708,Y,30.2447,77.23320833,,,30.145248,77.144357,30.194974,77.18878267
Yamananagar,Bal Chhappar,604709,Y,30.244,77.136,30.24560002,77.2333155,30.252,77.225,30.24720001,77.19810517
Yamananagar,Bal Chhappar,604711,N,30.234,77.144,30.24559933,77.23331549,30.151546,77.141421,30.21038178,77.17291216
Yamananagar,Bal Chhappar,604713,N,30.244,77.234,30.24501,77.23379,30.150182,77.140616,30.213064,77.202802
Yamananagar,Bal Chhappar,604717,Y,30.144,77.136,30.2456612,77.3328112,30.2462,77.2273,30.21195373,77.23203707
Yamananagar,Bal Chhappar,604720,Y,30.144,77.136,30.2455993,77.23331549,,,30.19479965,77.18465775
Yamananagar,Bal Chhappar,604727,Y,30.234,76.144,30.144441,77.135818,30.145726,77.144418,30.17472233,76.80807867
Yamananagar,Bal Chhappar,604728,Y,30.234,77.144,30.2456721,77.2328413,,,30.23983605,77.18842065
Yamananagar,Bham Bholi,608101,N,30.19451167,77.21372833,,,,,30.19451167,77.21372833
Yamananagar,Bham Bholi,608102,N,30.19524667,77.21253167,,,30.202598,77.215546,30.19892234,77.21403884
Yamananagar,Bham Bholi,608105,N,30.19479667,77.21232333,,,,,30.19479667,77.21232333
Yamananagar,Bham Bholi,608108,N,30.1947613,77.2136383,30.114238,77.124661,30.185362,77.22622,30.1647871,77.1881731
Yamananagar,Bham Bholi,608115,Y,30.19511667,77.21298333,,,30.2007,77.2152,30.19790834,77.21409167
Yamananagar,Bham Bholi,608117,N,30.19518167,77.21274167,,,30.1945,77.2264,30.19484084,77.21957084
Yamananagar,Bham Bholi,608120,Y,30.19497667,77.21293833,,,,,30.19497667,77.21293833
Yamananagar,Bham Bholi,608123,N,30.195275,77.21402333,,,30.189873,77.217174,30.192574,77.21559867
Yamananagar,Bham Bholi,608127,N,30.1937847,77.2145157,,,,,30.1937847,77.2145157
Yamananagar,Bham Bholi,608133,N,30.19484,77.21373667,,,30.191528,77.216063,30.193184,77.21489984
Yamananagar,Bham Bholi,608134,Y,30.19471667,77.21249167,,,,,30.19471667,77.21249167
Yamananagar,Bham Bholi,608135,Y,30.194695,77.21232833,,,30.2056,77.2101,30.2001475,77.21121417
Yamananagar,Chaowala,614501,Y,30.2615242,77.2870712,30.261395,77.287241,30.2603,77.3013,30.26107307,77.29187073
Yamananagar,Chaowala,614503,Y,30.1529647,77.171638,30.152977,77.17166,30.2503,77.3013,30.1854139,77.214866
Yamananagar,Chaowala,614510,Y,30.33927667,76.82962,30.154116,77.171285,,,30.24669634,77.0004525
Yamananagar,Chaowala,614512,Y,30.1536509,77.1718702,30.133798,77.224701,30.2661,77.2877,30.1845163,77.2280904
Yamananagar,Chaowala,614515,Y,30.13121833,77.281645,30.258274,77.287806,,,30.19474617,77.2847255
Yamananagar,Chaowala,614522,Y,30.2583256,77.2887268,30.258177,77.288598,30.2574,77.281,30.25796753,77.28610827
Yamananagar,Chaowala,614525,Y,30.260105,77.28731833,30.1542,77.171345,30.2612,77.2796,30.22516833,77.24608778
Yamananagar,Kotar Khana,637103,Y,30.225,77.214,30.22535,77.214547,30.22,77.2215,30.22345,77.21668233
Yamananagar,Kotar Khana,637105,Y,30.22735333,77.21507833,,,30.2283,77.2124,30.22782667,77.21373917
Yamananagar,Kotar Khana,637106,Y,30.226,77.216,30.133105,77.12511,30.2056,77.2101,30.188235,77.18373667
Yamananagar,Kotar Khana,637109,Y,30.225,77.214,30.225382,77.214424,30.2025,77.2155,30.21762733,77.21464133
Yamananagar,Kotar Khana,637111,Y,30.24122667,77.178615,,,30.2025,77.2155,30.22186334,77.1970575
Yamananagar,Kotar Khana,637112,Y,30.22733333,77.21328333,30.227489,77.215163,,,30.22741117,77.21422317
Yamananagar,Kotar Khana,637114,Y,30.226,77.216,30.224931,77.214606,30.216,77.2095,30.22231033,77.21336867
Yamananagar,Kotar Khana,637122,Y,30.22516333,77.21464167,30.224813,77.204813,30.2156,77.1893,30.22185878,77.20291822
Yamananagar,Mandauli Gagar,644702,N,30.1437073,77.4174271,30.1820859,77.4090256,30.1454,77.4152,30.1570644,77.41388423
Yamananagar,Mandauli Gagar,644705,N,30.15000667,77.41916667,,,30.152,77.4189,30.15100334,77.41903334
Yamananagar,Mandauli Gagar,644732,Y,30.162715,77.41586833,,,,,30.162715,77.41586833
Yamananagar,Sabalpur,660803,Y,30.19309833,77.21317333,,,30.251,77.1849,30.22204917,77.19903667
Yamananagar,Sabalpur,660804,N,30.22411,77.17549167,,,30.2257,77.1596,30.224905,77.16754584
Yamananagar,Sabalpur,660805,Y,30.30017833,76.96869667,30.13175,77.10421,,,30.21596417,77.03645334
Yamananagar,Sabalpur,660806,N,30.1345231,77.0947576,30.214009,77.187208,,,30.17426605,77.1409828
Yamananagar,Sabalpur,660809,Y,30.22930833,77.16348333,30.217825,77.180209,,,30.22356667,77.17184617
Yamananagar,Sabalpur,660810,N,30.22034833,77.176525,,,30.2496,77.1833,30.23497417,77.1799125
Yamananagar,Sabalpur,660811,N,30.1314106,77.1034158,30.13176,77.10424,30.2291,77.1746,30.1640902,77.1274186
Yamananagar,Sabalpur,660813,Y,30.2295647,77.1630402,30.220335,77.178185,30.23,77.1644,30.22663323,77.16854173
Yamananagar,Sabalpur,660818,Y,30.22346667,77.17538,,,30.2483,77.1856,30.23588334,77.18049
Yamananagar,Sabalpur,660821,N,30.22074167,77.17726,,,,,30.22074167,77.17726
Yamananagar,Sabalpur,660825,Y,30.22874,77.18197167,30.221618,77.178478,,,30.225179,77.18022484
Yamananagar,Sugh,667801,Y,30.1357956,77.3635101,30.138524,77.355427,,,30.1371598,77.35946855
Yamananagar,Sugh,667811,Y,30.136295,77.363965,30.082222,77.213833,30.1444,77.3582,30.12097233,77.31199933
Yamananagar,Sugh,667813,Y,30.16502,77.41351,30.14176125,77.35435853,30.1416,77.3523,30.14946042,77.37338951
Yamananagar,Sugh,667814,Y,,,,,30.1424,77.3529,30.1424,77.3529
Yamananagar,Sugh,667828,Y,30.15560333,77.32599333,30.134524,77.359572,30.1335,77.3537,30.14120911,77.34642178
Yamananagar,Sugh,667830,Y,,,30.141688,77.354263,30.1401,77.3557,30.140894,77.3549815
Yamananagar,Sugh,667831,Y,30.14237333,77.35400833,,,30.1326,77.3537,30.13748667,77.35385417
